BuyingPrice,MaintenancePrice,Doors,PersonsCapacity,LuggageBoot,Safety,CarEvaluation
low,vhigh,4,4,big,low,unacceptable
low,vhigh,4,4,big,medium,acceptable
low,vhigh,4,4,big,high,acceptable
low,vhigh,4,more,small,low,unacceptable
low,vhigh,4,more,small,medium,unacceptable
low,vhigh,4,more,small,high,acceptable
low,vhigh,4,more,medium,low,unacceptable
low,vhigh,4,more,medium,medium,acceptable
low,vhigh,4,more,medium,high,acceptable
low,vhigh,4,more,big,low,unacceptable
low,vhigh,4,more,big,medium,acceptable
low,vhigh,4,more,big,high,acceptable
low,vhigh,5more,2,small,low,unacceptable
low,vhigh,5more,2,small,medium,unacceptable
low,vhigh,5more,2,small,high,unacceptable
low,vhigh,5more,2,medium,low,unacceptable
low,vhigh,5more,2,medium,medium,unacceptable
low,vhigh,5more,2,medium,high,unacceptable
low,vhigh,5more,2,big,low,unacceptable
low,vhigh,5more,2,big,medium,unacceptable
low,vhigh,5more,2,big,high,unacceptable
low,vhigh,5more,4,small,low,unacceptable
low,vhigh,5more,4,small,medium,unacceptable
low,vhigh,5more,4,small,high,acceptable
low,vhigh,5more,4,medium,low,unacceptable
low,vhigh,5more,4,medium,medium,acceptable
low,vhigh,5more,4,medium,high,acceptable
low,vhigh,5more,4,big,low,unacceptable
low,vhigh,5more,4,big,medium,acceptable
low,vhigh,5more,4,big,high,acceptable
low,vhigh,5more,more,small,low,unacceptable
low,vhigh,5more,more,small,medium,unacceptable
low,vhigh,5more,more,small,high,acceptable
low,vhigh,5more,more,medium,low,unacceptable
low,vhigh,5more,more,medium,medium,acceptable
low,vhigh,5more,more,medium,high,acceptable
low,vhigh,5more,more,big,low,unacceptable
low,vhigh,5more,more,big,medium,acceptable
low,vhigh,5more,more,big,high,acceptable
low,high,2,2,small,low,unacceptable
low,high,2,2,small,medium,unacceptable
low,high,2,2,small,high,unacceptable
low,high,2,2,medium,low,unacceptable
low,high,2,2,medium,medium,unacceptable
low,high,2,2,medium,high,unacceptable
low,high,2,2,big,low,unacceptable
low,high,2,2,big,medium,unacceptable
low,high,2,2,big,high,unacceptable
low,high,2,4,small,low,unacceptable
low,high,2,4,small,medium,acceptable
low,high,2,4,small,high,acceptable
low,high,2,4,medium,low,unacceptable
low,high,2,4,medium,medium,acceptable
low,high,2,4,medium,high,acceptable
low,high,2,4,big,low,unacceptable
low,high,2,4,big,medium,acceptable
low,high,2,4,big,high,verygood
low,high,2,more,small,low,unacceptable
low,high,2,more,small,medium,unacceptable
low,high,2,more,small,high,unacceptable
low,high,2,more,medium,low,unacceptable
low,high,2,more,medium,medium,acceptable
low,high,2,more,medium,high,acceptable
low,high,2,more,big,low,unacceptable
low,high,2,more,big,medium,acceptable
low,high,2,more,big,high,verygood
low,high,3,2,small,low,unacceptable
low,high,3,2,small,medium,unacceptable
low,high,3,2,small,high,unacceptable
low,high,3,2,medium,low,unacceptable
low,high,3,2,medium,medium,unacceptable
low,high,3,2,medium,high,unacceptable
low,high,3,2,big,low,unacceptable
low,high,3,2,big,medium,unacceptable
low,high,3,2,big,high,unacceptable
low,high,3,4,small,low,unacceptable
low,high,3,4,small,medium,acceptable
low,high,3,4,small,high,acceptable
low,high,3,4,medium,low,unacceptable
low,high,3,4,medium,medium,acceptable
low,high,3,4,medium,high,acceptable
low,high,3,4,big,low,unacceptable
low,high,3,4,big,medium,acceptable
low,high,3,4,big,high,verygood
low,high,3,more,small,low,unacceptable
low,high,3,more,small,medium,acceptable
low,high,3,more,small,high,acceptable
low,high,3,more,medium,low,unacceptable
low,high,3,more,medium,medium,acceptable
low,high,3,more,medium,high,verygood
low,high,3,more,big,low,unacceptable
low,high,3,more,big,medium,acceptable
low,high,3,more,big,high,verygood
low,high,4,2,small,low,unacceptable
low,high,4,2,small,medium,unacceptable
low,high,4,2,small,high,unacceptable
low,high,4,2,medium,low,unacceptable
low,high,4,2,medium,medium,unacceptable
low,high,4,2,medium,high,unacceptable
low,high,4,2,big,low,unacceptable
low,high,4,2,big,medium,unacceptable
low,high,4,2,big,high,unacceptable
low,high,4,4,small,low,unacceptable
low,high,4,4,small,medium,acceptable
low,high,4,4,small,high,acceptable
low,high,4,4,medium,low,unacceptable
low,high,4,4,medium,medium,acceptable
low,high,4,4,medium,high,verygood
low,high,4,4,big,low,unacceptable
low,high,4,4,big,medium,acceptable
low,high,4,4,big,high,verygood
low,high,4,more,small,low,unacceptable
low,high,4,more,small,medium,acceptable
low,high,4,more,small,high,acceptable
low,high,4,more,medium,low,unacceptable
low,high,4,more,medium,medium,acceptable
low,high,4,more,medium,high,verygood
low,high,4,more,big,low,unacceptable
low,high,4,more,big,medium,acceptable
low,high,4,more,big,high,verygood
low,high,5more,2,small,low,unacceptable
low,high,5more,2,small,medium,unacceptable
low,high,5more,2,small,high,unacceptable
low,high,5more,2,medium,low,unacceptable
low,high,5more,2,medium,medium,unacceptable
low,high,5more,2,medium,high,unacceptable
low,high,5more,2,big,low,unacceptable
low,high,5more,2,big,medium,unacceptable
low,high,5more,2,big,high,unacceptable
low,high,5more,4,small,low,unacceptable
low,high,5more,4,small,medium,acceptable
low,high,5more,4,small,high,acceptable
low,high,5more,4,medium,low,unacceptable
low,high,5more,4,medium,medium,acceptable
low,high,5more,4,medium,high,verygood
low,high,5more,4,big,low,unacceptable
low,high,5more,4,big,medium,acceptable
low,high,5more,4,big,high,verygood
low,high,5more,more,small,low,unacceptable
low,high,5more,more,small,medium,acceptable
low,high,5more,more,small,high,acceptable
low,high,5more,more,medium,low,unacceptable
low,high,5more,more,medium,medium,acceptable
low,high,5more,more,medium,high,verygood
low,high,5more,more,big,low,unacceptable
low,high,5more,more,big,medium,acceptable
low,high,5more,more,big,high,verygood
low,med,2,2,small,low,unacceptable
low,med,2,2,small,medium,unacceptable
low,med,2,2,small,high,unacceptable
low,med,2,2,medium,low,unacceptable
low,med,2,2,medium,medium,unacceptable
low,med,2,2,medium,high,unacceptable
low,med,2,2,big,low,unacceptable
low,med,2,2,big,medium,unacceptable
low,med,2,2,big,high,unacceptable
low,med,2,4,small,low,unacceptable
low,med,2,4,small,medium,acceptable
low,med,2,4,small,high,good
low,med,2,4,medium,low,unacceptable
low,med,2,4,medium,medium,acceptable
low,med,2,4,medium,high,good
low,med,2,4,big,low,unacceptable
low,med,2,4,big,medium,good
low,med,2,4,big,high,verygood
low,med,2,more,small,low,unacceptable
low,med,2,more,small,medium,unacceptable
low,med,2,more,small,high,unacceptable
low,med,2,more,medium,low,unacceptable
low,med,2,more,medium,medium,acceptable
low,med,2,more,medium,high,good
low,med,2,more,big,low,unacceptable
low,med,2,more,big,medium,good
low,med,2,more,big,high,verygood
low,med,3,2,small,low,unacceptable
low,med,3,2,small,medium,unacceptable
low,med,3,2,small,high,unacceptable
low,med,3,2,medium,low,unacceptable
low,med,3,2,medium,medium,unacceptable
low,med,3,2,medium,high,unacceptable
low,med,3,2,big,low,unacceptable
low,med,3,2,big,medium,unacceptable
low,med,3,2,big,high,unacceptable
low,med,3,4,small,low,unacceptable
low,med,3,4,small,medium,acceptable
low,med,3,4,small,high,good
low,med,3,4,medium,low,unacceptable
low,med,3,4,medium,medium,acceptable
low,med,3,4,medium,high,good
low,med,3,4,big,low,unacceptable
low,med,3,4,big,medium,good
low,med,3,4,big,high,verygood
low,med,3,more,small,low,unacceptable
low,med,3,more,small,medium,acceptable
low,med,3,more,small,high,good
low,med,3,more,medium,low,unacceptable
low,med,3,more,medium,medium,good
low,med,3,more,medium,high,verygood
low,med,3,more,big,low,unacceptable
low,med,3,more,big,medium,good
low,med,3,more,big,high,verygood
low,med,4,2,small,low,unacceptable
low,med,4,2,small,medium,unacceptable
low,med,4,2,small,high,unacceptable
low,med,4,2,medium,low,unacceptable
low,med,4,2,medium,medium,unacceptable
low,med,4,2,medium,high,unacceptable
low,med,4,2,big,low,unacceptable
low,med,4,2,big,medium,unacceptable
low,med,4,2,big,high,unacceptable
low,med,4,4,small,low,unacceptable
low,med,4,4,small,medium,acceptable
low,med,4,4,small,high,good
low,med,4,4,medium,low,unacceptable
low,med,4,4,medium,medium,good
low,med,4,4,medium,high,verygood
low,med,4,4,big,low,unacceptable
low,med,4,4,big,medium,good
low,med,4,4,big,high,verygood
low,med,4,more,small,low,unacceptable
low,med,4,more,small,medium,acceptable
low,med,4,more,small,high,good
low,med,4,more,medium,low,unacceptable
low,med,4,more,medium,medium,good
low,med,4,more,medium,high,verygood
low,med,4,more,big,low,unacceptable
low,med,4,more,big,medium,good
low,med,4,more,big,high,verygood
low,med,5more,2,small,low,unacceptable
low,med,5more,2,small,medium,unacceptable
low,med,5more,2,small,high,unacceptable
low,med,5more,2,medium,low,unacceptable
low,med,5more,2,medium,medium,unacceptable
low,med,5more,2,medium,high,unacceptable
low,med,5more,2,big,low,unacceptable
low,med,5more,2,big,medium,unacceptable
low,med,5more,2,big,high,unacceptable
low,med,5more,4,small,low,unacceptable
low,med,5more,4,small,medium,acceptable
low,med,5more,4,small,high,good
low,med,5more,4,medium,low,unacceptable
low,med,5more,4,medium,medium,good
low,med,5more,4,medium,high,verygood
low,med,5more,4,big,low,unacceptable
low,med,5more,4,big,medium,good
low,med,5more,4,big,high,verygood
low,med,5more,more,small,low,unacceptable
low,med,5more,more,small,medium,acceptable
low,med,5more,more,small,high,good
low,med,5more,more,medium,low,unacceptable
low,med,5more,more,medium,medium,good
low,med,5more,more,medium,high,verygood
low,med,5more,more,big,low,unacceptable
low,med,5more,more,big,medium,good
low,med,5more,more,big,high,verygood
low,low,2,2,small,low,unacceptable
low,low,2,2,small,medium,unacceptable
low,low,2,2,small,high,unacceptable
low,low,2,2,medium,low,unacceptable
low,low,2,2,medium,medium,unacceptable
low,low,2,2,medium,high,unacceptable
low,low,2,2,big,low,unacceptable
low,low,2,2,big,medium,unacceptable
low,low,2,2,big,high,unacceptable
low,low,2,4,small,low,unacceptable
low,low,2,4,small,medium,acceptable
low,low,2,4,small,high,good
low,low,2,4,medium,low,unacceptable
low,low,2,4,medium,medium,acceptable
low,low,2,4,medium,high,good
low,low,2,4,big,low,unacceptable
low,low,2,4,big,medium,good
low,low,2,4,big,high,verygood
low,low,2,more,small,low,unacceptable
low,low,2,more,small,medium,unacceptable
low,low,2,more,small,high,unacceptable
low,low,2,more,medium,low,unacceptable
low,low,2,more,medium,medium,acceptable
low,low,2,more,medium,high,good
low,low,2,more,big,low,unacceptable
low,low,2,more,big,medium,good
low,low,2,more,big,high,verygood
low,low,3,2,small,low,unacceptable
low,low,3,2,small,medium,unacceptable
low,low,3,2,small,high,unacceptable
low,low,3,2,medium,low,unacceptable
low,low,3,2,medium,medium,unacceptable
low,low,3,2,medium,high,unacceptable
low,low,3,2,big,low,unacceptable
low,low,3,2,big,medium,unacceptable
low,low,3,2,big,high,unacceptable
low,low,3,4,small,low,unacceptable
low,low,3,4,small,medium,acceptable
low,low,3,4,small,high,good
low,low,3,4,medium,low,unacceptable
low,low,3,4,medium,medium,acceptable
low,low,3,4,medium,high,good
low,low,3,4,big,low,unacceptable
low,low,3,4,big,medium,good
low,low,3,4,big,high,verygood
low,low,3,more,small,low,unacceptable
low,low,3,more,small,medium,acceptable
low,low,3,more,small,high,good
low,low,3,more,medium,low,unacceptable
low,low,3,more,medium,medium,good
low,low,3,more,medium,high,verygood
low,low,3,more,big,low,unacceptable
low,low,3,more,big,medium,good
low,low,3,more,big,high,verygood
low,low,4,2,small,low,unacceptable
low,low,4,2,small,medium,unacceptable
low,low,4,2,small,high,unacceptable
low,low,4,2,medium,low,unacceptable
low,low,4,2,medium,medium,unacceptable
low,low,4,2,medium,high,unacceptable
low,low,4,2,big,low,unacceptable
low,low,4,2,big,medium,unacceptable
low,low,4,2,big,high,unacceptable
low,low,4,4,small,low,unacceptable
low,low,4,4,small,medium,acceptable
low,low,4,4,small,high,good
low,low,4,4,medium,low,unacceptable
low,low,4,4,medium,medium,good
low,low,4,4,medium,high,verygood
low,low,4,4,big,low,unacceptable
low,low,4,4,big,medium,good
low,low,4,4,big,high,verygood
low,low,4,more,small,low,unacceptable
low,low,4,more,small,medium,acceptable
low,low,4,more,small,high,good
low,low,4,more,medium,low,unacceptable
low,low,4,more,medium,medium,good
low,low,4,more,medium,high,verygood
low,low,4,more,big,low,unacceptable
low,low,4,more,big,medium,good
low,low,4,more,big,high,verygood
low,low,5more,2,small,low,unacceptable
low,low,5more,2,small,medium,unacceptable
low,low,5more,2,small,high,unacceptable
low,low,5more,2,medium,low,unacceptable
low,low,5more,2,medium,medium,unacceptable
low,low,5more,2,medium,high,unacceptable
low,low,5more,2,big,low,unacceptable
low,low,5more,2,big,medium,unacceptable
low,low,5more,2,big,high,unacceptable
low,low,5more,4,small,low,unacceptable
low,low,5more,4,small,medium,acceptable
low,low,5more,4,small,high,good
low,low,5more,4,medium,low,unacceptable
low,low,5more,4,medium,medium,good
low,low,5more,4,medium,high,verygood
low,low,5more,4,big,low,unacceptable
low,low,5more,4,big,medium,good
low,low,5more,4,big,high,verygood
low,low,5more,more,small,low,unacceptable
low,low,5more,more,small,medium,acceptable
low,low,5more,more,small,high,good
low,low,5more,more,medium,low,unacceptable
low,low,5more,more,medium,medium,good
low,low,5more,more,medium,high,verygood
low,low,5more,more,big,low,unacceptable
low,low,5more,more,big,medium,good
low,low,5more,more,big,high,verygood
